what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1474155579557
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1474155579557
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1474155579559
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1474155579559
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1474155579560
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1474155579561
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1474155579562
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1474155579563
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1474155579564
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1474155579564
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1474155579565
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1474155579566
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1474155579567
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1474155579568
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1474155579570
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1474155579570
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1474155579572
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1474155579573
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1474155579576
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1474155579578
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1474155579579
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1474155579580
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1474155579582
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1474155579584
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1474155579585
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1474155579587
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1474155579587
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1474155579588
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1474155579589
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1474155579590
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1474155579591
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1474155579592
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1474155579594
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1474155579594
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1474155579596
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1474155579597
os,sysinfo,,,"macosx",1474155579601
arch,sysinfo,,,"x86_64",1474155579601
ws,sysinfo,,,"cocoa",1474155579601
locale,sysinfo,,,"en_US",1474155579601
processors,sysinfo,,,"4",1474155579602
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1474155579602
java.runtime.version,sysinfo,,,"1.6.0_65-b14-468-11M4833",1474155579602
java.specification.name,sysinfo,,,"Java Platform API Specification",1474155579602
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1474155579602
java.specification.version,sysinfo,,,"1.6",1474155579602
java.vendor,sysinfo,,,"Apple Inc.",1474155579602
java.version,sysinfo,,,"1.6.0_65",1474155579602
java.vm.info,sysinfo,,,"mixed mode",1474155579602
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1474155579602
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1474155579602
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1474155579602
java.vm.specification.version,sysinfo,,,"1.0",1474155579602
java.vm.vendor,sysinfo,,,"Apple Inc.",1474155579602
java.vm.version,sysinfo,,,"20.65-b04-468",1474155579602
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1474155579936
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1474155579951
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1474155579967
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1474155581606
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1474155581683
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474155581721
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474155582807
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1474155586286
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1474155586531
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474155586724
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1474155616327
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1474155617621
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1474155618385
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1474155618432
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1474155618588
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1474155618597
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1474155618616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474155618932
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1474155618965
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1474155619280
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474155631010
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474155641932
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474155654228
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474155658562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474155663327
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156349318
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1474156351254
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1474156352548
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156354959
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156355970
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156357324
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156359400
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156360642
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156361142
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156361725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156367193
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1474156370479
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1474156374796
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156381591
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156487254
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1474156491953
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1474156498588
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1474156498781
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156501642
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156503747
opened,editor,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.editor",1474156534720
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.editor",1474156534788
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1474156537151
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.editor",1474156547623
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156568525
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1474156657116
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156657179
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1474156663321
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1474156668258
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1474156680734
error,log,,,"Unhandled event loop exception",1474156715200
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1474156722336
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1474156726688
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156727171
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156727206
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1474156727664
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1474156727750
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1474156727847
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156732216
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156732364
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1474156738478
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156739966
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1474156739991
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156752249
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.editor",1474156774560
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1474156775670
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1474156783117
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1474156784463
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1474156786182
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156787522
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156787701
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156787738
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156789137
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1474156790841
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156793835
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156797999
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156800523
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156800663
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1474156800710
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1474156800732
started,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1474156800758
started,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1474156801464
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1474156801466
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1474156801470
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156826368
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156884740
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474156905188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157180213
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157186173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157243435
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157257662
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157269590
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1474157270343
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1474157271256
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1474157281791
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157292927
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157296761
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1474157299083
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157304664
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157308493
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157317284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157317454
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1474157317458
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157339301
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157406421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157407577
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157544783
error,log,,,"Unhandled event loop exception",1474157550068
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1474157554998
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1474157556684
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1474157558993
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1474157560313
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157562104
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157565416
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157570167
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157570307
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1474157570311
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157598032
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157635572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157638263
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157639550
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1474157639719
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1474157639827
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1474157640198
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1474157640198
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1474157640200
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1474157640201
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1474157640201
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1474157640204
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201102110609,"org.eclipse.cdt.gdb.ui",1474157640206
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1474157640206
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1474157640206
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1474157640206
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.traditional",1474157640208
stopped,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1474157640208
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1474157640208
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1474157640208
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1474157640209
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1474157640210
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1474157640211
stopped,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1474157640211
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1474157640211
stopped,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1474157640213
stopped,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1474157640214
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1474157640218
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1474157640225
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1474157640226
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1474157640226
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1474157640228
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1474157640229
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1474157640231
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1474157640232
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1474157640234
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1474157640234
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1474157640236
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1474157640238
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1474157640238
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1474157640239
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1474157640239
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1474157640239
stopped,bundle,org.eclipse.cdt.debug.ui.memory.transport,2.1.0.201102110609,"org.eclipse.cdt.debug.ui.memory.transport",1474157640240
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1474157640241
stopped,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1474157640241
